"protein_name" "sample_ID" "psm" "study" "material" "material2" "x_label"
 " "3-ZH1676

Bone
 "
"419" "Sodium/calcium exchanger 3" "3-ZH1676" 4 "Seili" "bone" "Bone
 " "3-ZH1676

Bone
 "
"420" "Tetranectin" "3-ZH1676" 4 "Seili" "bone" "Bone
 " "3-ZH1676

Bone
 "
"421" "Ubiquitin-60S ribosomal protein L40" "3-ZH1676" 4 "Seili" "bone" "Bone
 " "3-ZH1676

Bone
 "
"422" "C-reactive protein" "3-ZH1676" 4 "Seili" "bone" "Bone
 " "3-ZH1676

Bone
 "
"423" "Keratin, type I cuticular Ha3-I" "1-ZH1656" 3 "Seili" "coffin_bedding" "Coffin
bedding" "1-ZH1656

Coffin
bedding"
"424" "Aldehyde dehydrogenase family 3 member A2" "1-ZH1657" 3 "Seili" "coffin_bedding" "Coffin
bedding" "1-ZH1657

Coffin
bedding"
"425" "Antithrombin-III" "1-ZH1657" 3 "Seili" "coffin_bedding" "Coffin
bedding" "1-ZH1657

Coffin
bedding"
"426" "Aspartate aminotransferase, cytoplasmic" "1-ZH1657" 3 "Seili" "coffin_bedding" "Coffin
bedding" "1-ZH1657

Coffin
bedding"
"427" "Collagen alpha-1(XVIII) chain" "1-ZH1657" 3 "Seili" "coffin_bedding" "Coffin
bedding" "1-ZH1657

Coffin
bedding"
"428" "Collagen alpha-2(I) chain" "1-ZH1657" 3 "Seili" "coffin_bedding" "Coffin
bedding" "1-ZH1657

Coffin
bedding"
"429" "Galectin-3" "1-ZH1657" 3 "Seili" "coffin_bedding" "Coffin
bedding" "1-ZH1657

Coffin
bedding"
"430" "Glycerol-3-phosphate dehydrogenase, mitochondrial" "1-ZH1657" 3 "Seili" "coffin_bedding" "Coffin
bedding" "1-ZH1657

Coffin
bedding"
"431" "Immunoglobulin kappa constant" "1-ZH1657" 3 "Seili" "coffin_bedding" "Coffin
bedding" "1-ZH1657

Coffin
bedding"
"432" "Immunoglobulin lambda constant 7" "1-ZH1657" 3 "Seili" "coffin_bedding" "Coffin
bedding" "1-ZH1657

Coffin
bedding"
"433" "Myeloperoxidase" "1-ZH1657" 3 "Seili" "coffin_bedding" "Coffin
bedding" "1-ZH1657

Coffin
bedding"
"434" "Peroxiredoxin-6" "1-ZH1657" 3 "Seili" "coffin_bedding" "Coffin
bedding" "1-ZH1657

Coffin
bedding"
"435" "Serpin B6" "1-ZH1657" 3 "Seili" "coffin_bedding" "Coffin
bedding" "1-ZH1657

Coffin
bedding"
"436" "Sialate O-acetylesterase" "1-ZH1657" 3 "Seili" "coffin_bedding" "Coffin
bedding" "1-ZH1657

Coffin
bedding"
"437" "Tripeptidyl-peptidase 1" "1-ZH1657" 3 "Seili" "coffin_bedding" "Coffin
bedding" "1-ZH1657

Coffin
bedding"
"438" "Alpha-2-macroglobulin" "1-ZH1658" 3 "Seili" "bone" "Bone
 " "1-ZH1658

Bone
 "
"439" "Apolipoprotein A-I" "1-ZH1658" 3 "Seili" "bone" "Bone
 " "1-ZH1658

Bone
 "
"440" "Ectonucleoside triphosphate diphosphohydrolase 3" "1-ZH1658" 3 "Seili" "bone" "Bone
 " "1-ZH1658

Bone
 "
"441" "Filamin-C" "1-ZH1658" 3 "Seili" "bone" "Bone
 " "1-ZH1658

Bone
 "
"442" "Growth arrest-specific protein 6" "1-ZH1658" 3 "Seili" "bone" "Bone
 " "1-ZH1658

Bone
 "
"443" "Sodium/potassium-transporting ATPase subunit alpha-1" "1-ZH1658" 3 "Seili" "bone" "Bone
 " "1-ZH1658

Bone
 "
"444" "Tetranectin" "1-ZH1658" 3 "Seili" "bone" "Bone
 " "1-ZH1658

Bone
 "
"445" "Transmembrane protein 119" "1-ZH1658" 3 "Seili" "bone" "Bone
 " "1-ZH1658

Bone
 "
"446" "Versican core protein" "1-ZH1658" 3 "Seili" "bone" "Bone
 " "1-ZH1658

Bone
 "
"447" "GELS_HUMAN" "1-ZH1658" 3 "Seili" "bone" "Bone
 " "1-ZH1658

Bone
 "
"448" "Collagen alpha-1(XIV) chain" "1-ZH1659" 3 "Seili" "soft_tissue" "Soft
tissue" "1-ZH1659

Soft
tissue"
"449" "Collagen alpha-2(VI) chain" "1-ZH1659" 3 "Seili" "soft_tissue" "Soft
tissue" "1-ZH1659

Soft
tissue"
"450" "Myeloblastin" "1-ZH1659" 3 "Seili" "soft_tissue" "Soft
tissue" "1-ZH1659

Soft
tissue"
"451" "Neutrophil elastase" "1-ZH1659" 3 "Seili" "soft_tissue" "Soft
tissue" "1-ZH1659

Soft
tissue"
"452" "Nucleophosmin" "1-ZH1659" 3 "Seili" "soft_tissue" "Soft
tissue" "1-ZH1659

Soft
tissue"
"453" "Prolargin" "1-ZH1659" 3 "Seili" "soft_tissue" "Soft
tissue" "1-ZH1659

Soft
tissue"
"454" "Alpha-1-acid glycoprotein 2" "1-ZH1670" 3 "Seili" "soft_tissue" "Soft
tissue" "1-ZH1670

Soft
tissue"
"455" "Alpha-actinin-3" "1-ZH1670" 3 "Seili" "soft_tissue" "Soft
tissue" "1-ZH1670

Soft
tissue"
"456" "Amine oxidase [flavin-containing] B" "1-ZH1670" 3 "Seili" "soft_tissue" "Soft
tissue" "1-ZH1670

Soft
tissue"
"457" "Carboxypeptidase A1" "1-ZH1670" 3 "Seili" "soft_tissue" "Soft
tissue" "1-ZH1670

Soft
tissue"
"458" "Carnitine O-palmitoyltransferase 2, mitochondrial" "1-ZH1670" 3 "Seili" "soft_tissue" "Soft
tissue" "1-ZH1670

Soft
tissue"
"459" "Cartilage intermediate layer protein 2" "1-ZH1670" 3 "Seili" "soft_tissue" "Soft
tissue" "1-ZH1670

Soft
tissue"
"460" "Choline transporter-like protein 2" "1-ZH1670" 3 "Seili" "soft_tissue" "Soft
tissue" "1-ZH1670

Soft
tissue"
"461" "Collagen alpha-1(I) chain" "1-ZH1670" 3 "Seili" "soft_tissue" "Soft
tissue" "1-ZH1670

Soft
tissue"
"462" "Collagen alpha-1(III) chain" "1-ZH1670" 3 "Seili" "soft_tissue" "Soft
tissue" "1-ZH1670

Soft
tissue"
"463" "Collagen alpha-1(VIII) chain" "1-ZH1670" 3 "Seili" "soft_tissue" "Soft
tissue" "1-ZH1670

Soft
tissue"
"464" "Eosinophil cationic protein" "1-ZH1670" 3 "Seili" "soft_tissue" "Soft
tissue" "1-ZH1670

Soft
tissue"
"465" "Epiphycan" "1-ZH1670" 3 "Seili" "soft_tissue" "Soft
tissue" "1-ZH1670

Soft
tissue"
"466" "Glutathione peroxidase 1" "1-ZH1670" 3 "Seili" "soft_tissue" "Soft
tissue" "1-ZH1670

Soft
tissue"
"467" "Histone H4" "1-ZH1670" 3 "Seili" "soft_tissue" "Soft
tissue" "1-ZH1670

Soft
tissue"
"468" "Immunoglobulin heavy constant gamma 2" "1-ZH1670" 3 "Seili" "soft_tissue" "Soft
tissue" "1-ZH1670

Soft
tissue"
"469" "Kallistatin" "1-ZH1670" 3 "Seili" "soft_tissue" "Soft
tissue" "1-ZH1670

Soft
tissue"
"470" "Mast cell carboxypeptidase A" "1-ZH1670" 3 "Seili" "soft_tissue" "Soft
tissue" "1-ZH1670

Soft
tissue"
"471" "Mitochondrial 2-oxoglutarate/malate carrier protein" "1-ZH1670" 3 "Seili" "soft_tissue" "Soft
tissue" "1-ZH1670

Soft
tissue"
"472" "Myeloblastin" "1-ZH1670" 3 "Seili" "soft_tissue" "Soft
tissue" "1-ZH1670

Soft
tissue"
"473" "Protein CREG1" "1-ZH1670" 3 "Seili" "soft_tissue" "Soft
tissue" "1-ZH1670

Soft
tissue"
"474" "Ribonuclease 4" "1-ZH1670" 3 "Seili" "soft_tissue" "Soft
tissue" "1-ZH1670

Soft
tissue"
"475" "Transthyretin" "1-ZH1670" 3 "Seili" "soft_tissue" "Soft
tissue" "1-ZH1670

Soft
tissue"
"476" "Tripeptidyl-peptidase 1" "1-ZH1670" 3 "Seili" "soft_tissue" "Soft
tissue" "1-ZH1670

Soft
tissue"
"477" "Ubiquitin-60S ribosomal protein L40" "1-ZH1670" 3 "Seili" "soft_tissue" "Soft
tissue" "1-ZH1670

Soft
tissue"
"478" "Urocanate hydratase" "1-ZH1670" 3 "Seili" "soft_tissue" "Soft
tissue" "1-ZH1670

Soft
tissue"
"479" "Xanthine dehydrogenase/oxidase" "1-ZH1670" 3 "Seili" "soft_tissue" "Soft
tissue" "1-ZH1670

Soft
tissue"
"480" "Calcium/calmodulin-dependent protein kinase type II subunit alpha" "2-ZH1672" 3 "Seili" "bone" "Bone
 " "2-ZH1672

Bone
 "
"481" "Carboxypeptidase Z" "2-ZH1672" 3 "Seili" "bone" "Bone
 " "2-ZH1672

Bone
 "
"482" "Cartilage-associated protein" "2-ZH1672" 3 "Seili" "bone" "Bone
 " "2-ZH1672

Bone
 "
"483" "Collagen alpha-1(XXII) chain" "2-ZH1672" 3 "Seili" "bone" "Bone
 " "2-ZH1672

Bone
 "
"484" "Collagen alpha-2(VI) chain" "2-ZH1672" 3 "Seili" "bone" "Bone
 " "2-ZH1672

Bone
 "
"485" "Complement component C7" "2-ZH1672" 3 "Seili" "bone" "Bone
 " "2-ZH1672

Bone
 "
"486" "Extracellular matrix protein 2" "2-ZH1672" 3 "Seili" "bone" "Bone
 " "2-ZH1672

Bone
 "
"487" "Protein-lysine 6-oxidase" "2-ZH1672" 3 "Seili" "bone" "Bone
 " "2-ZH1672

Bone
 "
"488" "Transthyretin" "2-ZH1672" 3 "Seili" "bone" "Bone
 " "2-ZH1672

Bone
 "
"489" "Ubiquitin-60S ribosomal protein L40" "2-ZH1672" 3 "Seili" "bone" "Bone
 " "2-ZH1672

Bone
 "
"490" "Acid ceramidase" "2-ZH1673" 3 "Seili" "soft_tissue" "Soft
tissue" "2-ZH1673

Soft
tissue"
"491" "All-trans-retinol dehydrogenase [NAD(+)] ADH1B" "2-ZH1673" 3 "Seili" "soft_tissue" "Soft
tissue" "2-ZH1673

Soft
tissue"
"492" "Alpha-1-acid glycoprotein 2" "2-ZH1673" 3 "Seili" "soft_tissue" "Soft
tissue" "2-ZH1673

Soft
tissue"
"493" "Beta-hexosaminidase subunit beta" "2-ZH1673" 3 "Seili" "soft_tissue" "Soft
tissue" "2-ZH1673

Soft
tissue"
"494" "Collagen alpha-1(XV) chain" "2-ZH1673" 3 "Seili" "soft_tissue" "Soft
tissue" "2-ZH1673

Soft
tissue"
"495" "Collagen alpha-1(XVIII) chain" "2-ZH1673" 3 "Seili" "soft_tissue" "Soft
tissue" "2-ZH1673

Soft
tissue"
"496" "HLA class II histocompatibility antigen, DRB1 beta chain" "2-ZH1673" 3 "Seili" "soft_tissue" "Soft
tissue" "2-ZH1673

Soft
tissue"
"497" "Histone H4" "2-ZH1673" 3 "Seili" "soft_tissue" "Soft
tissue" "2-ZH1673

Soft
tissue"
"498" "Immunoglobulin kappa constant" "2-ZH1673" 3 "Seili" "soft_tissue" "Soft
tissue" "2-ZH1673

Soft
tissue"
"499" "Immunoglobulin kappa variable 3-20" "2-ZH1673" 3 "Seili" "soft_tissue" "Soft
tissue" "2-ZH1673

Soft
tissue"
"500" "Mitochondrial 2-oxoglutarate/malate carrier protein" "2-ZH1673" 3 "Seili" "soft_tissue" "Soft
tissue" "2-ZH1673

Soft
tissue"
"501" "Mitochondrial carrier homolog 2" "2-ZH1673" 3 "Seili" "soft_tissue" "Soft
tissue" "2-ZH1673

Soft
tissue"
"502" "Short-chain dehydrogenase/reductase family 9C member 7" "2-ZH1673" 3 "Seili" "soft_tissue" "Soft
tissue" "2-ZH1673

Soft
tissue"
"503" "Tripeptidyl-peptidase 1" "2-ZH1673" 3 "Seili" "soft_tissue" "Soft
tissue" "2-ZH1673

Soft
tissue"
"504" "C-reactive protein" "2-ZH1673" 3 "Seili" "soft_tissue" "Soft
tissue" "2-ZH1673

Soft
tissue"
"505" "Adipocyte enhancer-binding protein 1" "3-ZH1676" 3 "Seili" "bone" "Bone
 " "3-ZH1676

Bone
 "
"506" "Antithrombin-III" "3-ZH1676" 3 "Seili" "bone" "Bone
 " "3-ZH1676

Bone
 "
"507" "Collagen alpha-1(VI) chain" "3-ZH1676" 3 "Seili" "bone" "Bone
 " "3-ZH1676

Bone
 "
"508" "Growth arrest-specific protein 6" "3-ZH1676" 3 "Seili" "bone" "Bone
 " "3-ZH1676

Bone
 "
"509" "Histidine-rich glycoprotein" "3-ZH1676" 3 "Seili" "bone" "Bone
 " "3-ZH1676

Bone
 "
"510" "Matrix remodeling-associated protein 8" "3-ZH1676" 3 "Seili" "bone" "Bone
 " "3-ZH1676

Bone
 "
"511" "Procollagen C-endopeptidase enhancer 1" "3-ZH1676" 3 "Seili" "bone" "Bone
 " "3-ZH1676

Bone
 "
"512" "Sphingomyelin phosphodiesterase 3" "3-ZH1676" 3 "Seili" "bone" "Bone
 " "3-ZH1676

Bone
 "
"513" "Transmembrane protein 119" "3-ZH1676" 3 "Seili" "bone" "Bone
 " "3-ZH1676

Bone
 "
"514" "Alpha-1-antitrypsin" "1-ZH1656" 2 "Seili" "coffin_bedding" "Coffin
bedding" "1-ZH1656

Coffin
bedding"
"515" "Hemoglobin subunit beta" "1-ZH1656" 2 "Seili" "coffin_bedding" "Coffin
bedding" "1-ZH1656

Coffin
bedding"
"516" "Keratin, type II cytoskeletal 1" "1-ZH1656" 2 "Seili" "coffin_bedding" "Coffin
bedding" "1-ZH1656

Coffin
bedding"
"517" "Titin" "1-ZH1656" 2 "Seili" "coffin_bedding" "Coffin
bedding" "1-ZH1656

Coffin
bedding"
"518" "ATP synthase subunit gamma, mitochondrial" "1-ZH1657" 2 "Seili" "coffin_bedding" "Coffin
bedding" "1-ZH1657

Coffin
bedding"
"519" "Acid ceramidase" "1-ZH1657" 2 "Seili" "coffin_bedding" "Coffin
bedding" "1-ZH1657

Coffin
bedding"
"520" "Calcium-binding mitochondrial carrier protein Aralar1" "1-ZH1657" 2 "Seili" "coffin_bedding" "Coffin
bedding" "1-ZH1657

Coffin
bedding"
"521" "Eosinophil cationic protein" "1-ZH1657" 2 "Seili" "coffin_bedding" "Coffin
bedding" "1-ZH1657

Coffin
bedding"
"522" "Phosphoglucomutase-1" "1-ZH1657" 2 "Seili" "coffin_bedding" "Coffin
bedding" "1-ZH1657

Coffin
bedding"
"523" "Phospholipid hydroperoxide glutathione peroxidase" "1-ZH1657" 2 "Seili" "coffin_bedding" "Coffin
bedding" "1-ZH1657

Coffin
bedding"
"524" "Platelet glycoprotein 4" "1-ZH1657" 2 "Seili" "coffin_bedding" "Coffin
bedding" "1-ZH1657

Coffin
bedding"
"525" "Protein NipSnap homolog 3B" "1-ZH1657" 2 "Seili" "coffin_bedding" "Coffin
bedding" "1-ZH1657

Coffin
bedding"
"526" "Telethonin" "1-ZH1657" 2 "Seili" "coffin_bedding" "Coffin
bedding" "1-ZH1657

Coffin
bedding"
"527" "Ubiquitin-60S ribosomal protein L40" "1-ZH1657" 2 "Seili" "coffin_bedding" "Coffin
bedding" "1-ZH1657

Coffin
bedding"
"528" "Cathepsin G" "1-ZH1657" 2 "Seili" "coffin_bedding" "Coffin
bedding" "1-ZH1657

Coffin
bedding"
"529" "MYG_HUMAN" "1-ZH1657" 2 "Seili" "coffin_bedding" "Coffin
bedding" "1-ZH1657

Coffin
bedding"
"530" "Alpha-1-antichymotrypsin" "1-ZH1658" 2 "Seili" "bone" "Bone
 " "1-ZH1658

Bone
 "
"531" "Amyloid-beta A4 protein" "1-ZH1658" 2 "Seili" "bone" "Bone
 " "1-ZH1658

Bone
 "
"532" "Complement component C6" "1-ZH1658" 2 "Seili" "bone" "Bone
 " "1-ZH1658

Bone
 "
"533" "Complement component C8 gamma chain" "1-ZH1658" 2 "Seili" "bone" "Bone
 " "1-ZH1658

Bone
 "
"534" "Ferritin light chain" "1-ZH1658" 2 "Seili" "bone" "Bone
 " "1-ZH1658

Bone
 "
"535" "Fibronectin" "1-ZH1658" 2 "Seili" "bone" "Bone
 " "1-ZH1658

Bone
 "
"536" "Histidine-rich glycoprotein" "1-ZH1658" 2 "Seili" "bone" "Bone
 " "1-ZH1658

Bone
 "
"537" "Insulin-like growth factor-binding protein complex acid labile subunit" "1-ZH1658" 2 "Seili" "bone" "Bone
 " "1-ZH1658

Bone
 "
"538" "Interferon-induced transmembrane protein 5" "1-ZH1658" 2 "Seili" "bone" "Bone
 " "1-ZH1658

Bone
 "
"539" "Matrix remodeling-associated protein 8" "1-ZH1658" 2 "Seili" "bone" "Bone
 " "1-ZH1658

Bone
 "
"540" "Procollagen C-endopeptidase enhancer 1" "1-ZH1658" 2 "Seili" "bone" "Bone
 " "1-ZH1658

Bone
 "
"541" "Protein-lysine 6-oxidase" "1-ZH1658" 2 "Seili" "bone" "Bone
 " "1-ZH1658

Bone
 "
"542" "Sodium/potassium-transporting ATPase subunit beta-3" "1-ZH1658" 2 "Seili" "bone" "Bone
 " "1-ZH1658

Bone
 "
"543" "Sphingomyelin phosphodiesterase 3" "1-ZH1658" 2 "Seili" "bone" "Bone
 " "1-ZH1658

Bone
 "
"544" "C-reactive protein" "1-ZH1658" 2 "Seili" "bone" "Bone
 " "1-ZH1658

Bone
 "
"545" "Albumin" "1-ZH1659" 2 "Seili" "soft_tissue" "Soft
tissue" "1-ZH1659

Soft
tissue"
"546" "Alpha-1-acid glycoprotein 2" "1-ZH1659" 2 "Seili" "soft_tissue" "Soft
tissue" "1-ZH1659

Soft
tissue"
"547" "Aspartate aminotransferase, mitochondrial" "1-ZH1659" 2 "Seili" "soft_tissue" "Soft
tissue" "1-ZH1659

Soft
tissue"
"548" "Carcinoembryonic antigen-related cell adhesion molecule 6" "1-ZH1659" 2 "Seili" "soft_tissue" "Soft
tissue" "1-ZH1659

Soft
tissue"
"549" "Collagen alpha-1(VI) chain" "1-ZH1659" 2 "Seili" "soft_tissue" "Soft
tissue" "1-ZH1659

Soft
tissue"
"550" "DnaJ homolog subfamily B member 9" "1-ZH1659" 2 "Seili" "soft_tissue" "Soft
tissue" "1-ZH1659

Soft
tissue"
"551" "Eosinophil cationic protein" "1-ZH1659" 2 "Seili" "soft_tissue" "Soft
tissue" "1-ZH1659

Soft
tissue"
"552" "Mast cell carboxypeptidase A" "1-ZH1659" 2 "Seili" "soft_tissue" "Soft
tissue" "1-ZH1659

Soft
tissue"
"553" "Protein NipSnap homolog 3B" "1-ZH1659" 2 "Seili" "soft_tissue" "Soft
tissue" "1-ZH1659

Soft
tissue"
"554" "Telethonin" "1-ZH1659" 2 "Seili" "soft_tissue" "Soft
tissue" "1-ZH1659

Soft
tissue"
"555" "Cathepsin G" "1-ZH1659" 2 "Seili" "soft_tissue" "Soft
tissue" "1-ZH1659

Soft
tissue"
"556" "ATP-dependent 6-phosphofructokinase, muscle type" "1-ZH1670" 2 "Seili" "soft_tissue" "Soft
tissue" "1-ZH1670

Soft
tissue"
"557" "Adenosine deaminase 2" "1-ZH1670" 2 "Seili" "soft_tissue" "Soft
tissue" "1-ZH1670

Soft
tissue"
"558" "Annexin A6" "1-ZH1670" 2 "Seili" "soft_tissue" "Soft
tissue" "1-ZH1670

Soft
tissue"
"559" "Arylsulfatase B" "1-ZH1670" 2 "Seili" "soft_tissue" "Soft
tissue" "1-ZH1670

Soft
tissue"
"560" "Betaine--homocysteine S-methyltransferase 1" "1-ZH1670" 2 "Seili" "soft_tissue" "Soft
tissue" "1-ZH1670

Soft
tissue"
"561" "Carboxypeptidase Q" "1-ZH1670" 2 "Seili" "soft_tissue" "Soft
tissue" "1-ZH1670

Soft
tissue"
"562" "Dipeptidyl peptidase 4" "1-ZH1670" 2 "Seili" "soft_tissue" "Soft
tissue" "1-ZH1670

Soft
tissue"
"563" "Epoxide hydrolase 1" "1-ZH1670" 2 "Seili" "soft_tissue" "Soft
tissue" "1-ZH1670

Soft
tissue"
"564" "Filamin-B" "1-ZH1670" 2 "Seili" "soft_tissue" "Soft
tissue" "1-ZH1670

Soft
tissue"
"565" "HLA class II histocompatibility antigen, DR alpha chain" "1-ZH1670" 2 "Seili" "soft_tissue" "Soft
tissue" "1-ZH1670

Soft
tissue"
"566" "Heparin cofactor 2" "1-ZH1670" 2 "Seili" "soft_tissue" "Soft
tissue" "1-ZH1670

Soft
tissue"
"567" "Inter-alpha-trypsin inhibitor heavy chain H6" "1-ZH1670" 2 "Seili" "soft_tissue" "Soft
tissue" "1-ZH1670

Soft
tissue"
"568" "L-xylulose reductase" "1-ZH1670" 2 "Seili" "soft_tissue" "Soft
tissue" "1-ZH1670

Soft
tissue"
"569" "Matrilin-3" "1-ZH1670" 2 "Seili" "soft_tissue" "Soft
tissue" "1-ZH1670

Soft
tissue"
"570" "Obscurin" "1-ZH1670" 2 "Seili" "soft_tissue" "Soft
tissue" "1-ZH1670

Soft
tissue"
"571" "Peroxiredoxin-6" "1-ZH1670" 2 "Seili" "soft_tissue" "Soft
tissue" "1-ZH1670

Soft
tissue"
"572" "Phospholipase B-like 1" "1-ZH1670" 2 "Seili" "soft_tissue" "Soft
tissue" "1-ZH1670

Soft
tissue"
"573" "Plasma serine protease inhibitor" "1-ZH1670" 2 "Seili" "soft_tissue" "Soft
tissue" "1-ZH1670

Soft
tissue"
"574" "Plectin" "1-ZH1670" 2 "Seili" "soft_tissue" "Soft
tissue" "1-ZH1670

Soft
tissue"
"575" "Protein NipSnap homolog 3B" "1-ZH1670" 2 "Seili" "soft_tissue" "Soft
tissue" "1-ZH1670

Soft
tissue"
"576" "Ribose-5-phosphate isomerase" "1-ZH1670" 2 "Seili" "soft_tissue" "Soft
tissue" "1-ZH1670

Soft
tissue"
"577" "S-methylmethionine--homocysteine S-methyltransferase BHMT2" "1-ZH1670" 2 "Seili" "soft_tissue" "Soft
tissue" "1-ZH1670

Soft
tissue"
"578" "Serum amyloid A-2 protein" "1-ZH1670" 2 "Seili" "soft_tissue" "Soft
tissue" "1-ZH1670

Soft
tissue"
"579" "Telethonin" "1-ZH1670" 2 "Seili" "soft_tissue" "Soft
tissue" "1-ZH1670

Soft
tissue"
"580" "Triosephosphate isomerase" "1-ZH1670" 2 "Seili" "soft_tissue" "Soft
tissue" "1-ZH1670

Soft
tissue"
"581" "lactoferrin" "1-ZH1670" 2 "Seili" "soft_tissue" "Soft
tissue" "1-ZH1670

Soft
tissue"
"582" "Cathepsin G" "1-ZH1670" 2 "Seili" "soft_tissue" "Soft
tissue" "1-ZH1670

Soft
tissue"
"583" "KCRM_HUMAN" "1-ZH1670" 2 "Seili" "soft_tissue" "Soft
tissue" "1-ZH1670

Soft
tissue"
"584" "Adipocyte enhancer-binding protein 1" "2-ZH1672" 2 "Seili" "bone" "Bone
 " "2-ZH1672

Bone
 "
"585" "Alkaline phosphatase, tissue-nonspecific isozyme" "2-ZH1672" 2 "Seili" "bone" "Bone
 " "2-ZH1672

Bone
 "
"586" "Alpha-1-antitrypsin" "2-ZH1672" 2 "Seili" "bone" "Bone
 " "2-ZH1672

Bone
 "
"587" "Apolipoprotein A-I" "2-ZH1672" 2 "Seili" "bone" "Bone
 " "2-ZH1672

Bone
 "
"588" "Apolipoprotein A-IV" "2-ZH1672" 2 "Seili" "bone" "Bone
 " "2-ZH1672

Bone
 "
"589" "Complement component C8 gamma chain" "2-ZH1672" 2 "Seili" "bone" "Bone
 " "2-ZH1672

Bone
 "
"590" "Ectonucleoside triphosphate diphosphohydrolase 3" "2-ZH1672" 2 "Seili" "bone" "Bone
 " "2-ZH1672

Bone
 "
"591" "Endoplasmin" "2-ZH1672" 2 "Seili" "bone" "Bone
 " "2-ZH1672

Bone
 "
"592" "Ferritin light chain" "2-ZH1672" 2 "Seili" "bone" "Bone
 " "2-ZH1672

Bone
 "
"593" "Guanine nucleotide-binding protein G(s) subunit alpha isoforms XLas" "2-ZH1672" 2 "Seili" "bone" "Bone
 " "2-ZH1672

Bone
 "
"594" "Insulin-like growth factor-binding protein complex acid labile subunit" "2-ZH1672" 2 "Seili" "bone" "Bone
 " "2-ZH1672

Bone
 "
"595" "Leucine-rich repeat-containing protein 15" "2-ZH1672" 2 "Seili" "bone" "Bone
 " "2-ZH1672

Bone
 "
"596" "Platelet glycoprotein 4" "2-ZH1672" 2 "Seili" "bone" "Bone
 " "2-ZH1672

Bone
 "
"597" "Procollagen C-endopeptidase enhancer 1" "2-ZH1672" 2 "Seili" "bone" "Bone
 " "2-ZH1672

Bone
 "
"598" "Prolargin" "2-ZH1672" 2 "Seili" "bone" "Bone
 " "2-ZH1672

Bone
 "
"599" "Secreted phosphoprotein 24" "2-ZH1672" 2 "Seili" "bone" "Bone
 " "2-ZH1672

Bone
 "
"600" "Sodium/potassium-transporting ATPase subunit beta-3" "2-ZH1672" 2 "Seili" "bone" "Bone
 " "2-ZH1672

Bone
 "
"601" "Unconventional myosin-Ic" "2-ZH1672" 2 "Seili" "bone" "Bone
 " "2-ZH1672

Bone
 "
"602" "ATP synthase subunit alpha, mitochondrial" "2-ZH1673" 2 "Seili" "soft_tissue" "Soft
tissue" "2-ZH1673

Soft
tissue"
"603" "Amine oxidase [flavin-containing] B" "2-ZH1673" 2 "Seili" "soft_tissue" "Soft
tissue" "2-ZH1673

Soft
tissue"
"604" "Apolipoprotein B-100" "2-ZH1673" 2 "Seili" "soft_tissue" "Soft
tissue" "2-ZH1673

Soft
tissue"
"605" "Aspartate aminotransferase, mitochondrial" "2-ZH1673" 2 "Seili" "soft_tissue" "Soft
tissue" "2-ZH1673

Soft
tissue"
"606" "Aspartyl aminopeptidase" "2-ZH1673" 2 "Seili" "soft_tissue" "Soft
tissue" "2-ZH1673

Soft
tissue"
"607" "Cadherin-1" "2-ZH1673" 2 "Seili" "soft_tissue" "Soft
tissue" "2-ZH1673

Soft
tissue"
"608" "Complement component C8 beta chain" "2-ZH1673" 2 "Seili" "soft_tissue" "Soft
tissue" "2-ZH1673

Soft
tissue"
"609" "Dipeptidyl peptidase 1" "2-ZH1673" 2 "Seili" "soft_tissue" "Soft
tissue" "2-ZH1673

Soft
tissue"
"610" "Fibrinogen gamma chain" "2-ZH1673" 2 "Seili" "soft_tissue" "Soft
tissue" "2-ZH1673

Soft
tissue"
"611" "Filamin-C" "2-ZH1673" 2 "Seili" "soft_tissue" "Soft
tissue" "2-ZH1673

Soft
tissue"
"612" "Heparin cofactor 2" "2-ZH1673" 2 "Seili" "soft_tissue" "Soft
tissue" "2-ZH1673

Soft
tissue"
"613" "Keratin, type I cuticular Ha1" "2-ZH1673" 2 "Seili" "soft_tissue" "Soft
tissue" "2-ZH1673

Soft
tissue"
"614" "Lactadherin" "2-ZH1673" 2 "Seili" "soft_tissue" "Soft
tissue" "2-ZH1673

Soft
tissue"
"615" "Leucine-rich repeat-containing protein 15" "2-ZH1673" 2 "Seili" "soft_tissue" "Soft
tissue" "2-ZH1673

Soft
tissue"
"616" "Leukocyte elastase inhibitor" "2-ZH1673" 2 "Seili" "soft_tissue" "Soft
tissue" "2-ZH1673

Soft
tissue"
"617" "Mesoderm-specific transcript homolog protein" "2-ZH1673" 2 "Seili" "soft_tissue" "Soft
tissue" "2-ZH1673

Soft
tissue"
"618" "Microsomal glutathione S-transferase 3" "2-ZH1673" 2 "Seili" "soft_tissue" "Soft
tissue" "2-ZH1673

Soft
tissue"
"619" "Phospholipase B-like 1" "2-ZH1673" 2 "Seili" "soft_tissue" "Soft
tissue" "2-ZH1673

Soft
tissue"
